0,ID,body,date,Month,Year,day,Mentioned purchase time?,Battery failure? 0 or 1
201,Steezer,"Hello i bought this model last August (128gb black) and ive noticed with some wired headphones music and youtube videos will not play on ios 15. But when i unplug it it works fine. Plus the wifi on this device is slow , but that i can blame on my provider as it is only 2.4 Ghz not 5 ghz wifi. Touchscreen also freezes a lot on ios 15.",25-May-22,May,2022,25,3,0
202,Jenna ,"Stevo, 12 Apr 2022Can we swap the iPhone11 with my huawei nova 9?Let's swap",22-May-22,May,2022,22,0,0
203,Iphone11user,"Flawed junk. Terrible battery life, slow wi-fi, slow to connect to bluetooth earphones, lagging issues under ios 15. J/A model 256gb",20-May-22,May,2022,20,0,1
204,Noorkoivicus,"Upgraded from an 8 to the 11, this model will NOT connect to my in car Parrot system full stop. What a disappointment!...",19-May-22,May,2022,19,0,0
205,Iphone11user,Intel modem sucks.. :( cant even use my phone properly. Now its just paperweight. On Android i used to get real 30mbps download and 16 mbps upload on iPhone 11 its slower than my old galaxy J5,12-May-22,May,2022,12,0,0
206,Ike,This is a very beautiful iPhone and the battery lasts longer than the previous ones. But the only thing wrong about this is the display. An LCD screen on an 11 then oled on the X?,12-May-22,May,2022,12,0,0
207,Edward,"ddas, 10 May 2022R iPhone11 users getting the latest features of WhatsApp like new hardpress and emojiâ€™s pop up... moreYOu need to update your Whatsapp app",11-May-22,May,2022,11,0,0
208,no_ID,"ddas, 10 May 2022R iPhone11 users getting the latest features of WhatsApp like new hardpress and emojiâ€™s pop up... moreFinally got the new WhatsAppâ€™s instant Emoji features on my iPhone 11.. ðŸ¥¹",11-May-22,May,2022,11,0,0
209,no_ID,R iPhone11 users getting the latest features of WhatsApp like new hardpress and emojiâ€™s pop up? Because I can see the same feature available on my iPhone 12 but not on iPhone 11..ðŸ™,10-May-22,May,2022,10,0,0
210,no_ID,"sham, 07 May 2022bro i also bought one week ago but camera performance are fantastic Really??",10-May-22,May,2022,10,0,0
211,sham,"Dinesh Raj, 05 May 2022I bought it yesterday and I am very disappointed with its camera ðŸ“· bro i also bought one week ago but camera performance are fantastic",7-May-22,May,2022,7,1,0
212,Anonymous,"Dinesh Raj, 06 May 2022Thank You itâ€™s working well little blur but very good potraitMy friend use to have a iphone 11 case with light / leds around the edge, to help with front camera selfies. 
But I prefer the little portable light boxes or clip on ring lights....the built in flash is fine but I find it either doesn't light up enough or it goes way over the top. 
So I like the little portable lights that you can move around and change the effects of the light, just by changing the positions of where you put the lights.",7-May-22,May,2022,7,0,0
213,Dinesh Raj,"Anonymous, 05 May 2022make sure you go in to camera settings and disable "" prioritize faster shooting"" as ... moreThank You itâ€™s working well little blur but very good potrait",6-May-22,May,2022,6,0,0
214,Anonymous,"iPhone11user, 30 Apr 2022Its a literal POS, slow wifi, slow data connection, lagging issues, heating problems, abysmal ... moreI hated my s20 , battery life was sucky for me, and when Android 12 first got released for it, there was nothing but issues. 
wierdly I found my A52s was a little less buggy, but not perfect....now I am back on iphone until I can afford the s22 ultra",5-May-22,May,2022,5,0,0
215,Anonymous,"Dinesh Raj, 05 May 2022I bought it yesterday and I am very disappointed with its camera ðŸ“· make sure you go in to camera settings and disable "" prioritize faster shooting"" as it lowers the quality in lower light to keep the shooter as fast as possible.....that might help you hopefully",5-May-22,May,2022,5,0,0
216,no_ID,"Dinesh Raj, 05 May 2022I bought it yesterday and I am very disappointed with its camera ðŸ“· But Iâ€™m using nice Oct 2021 in India & I find main camera performance is good even in low light.",5-May-22,May,2022,5,3,0
217,Dinesh Raj,I bought it yesterday and I am very disappointed with its camera ðŸ“·,5-May-22,May,2022,5,1,0
218,The real iPhone user,"iPhone11user, 30 Apr 2022Its a literal POS, slow wifi, slow data connection, lagging issues, heating problems, abysmal ... moreWell, I just brought it few weeks ago and overall usage is good, ngl connectivity with intel modem is weaker than Qualcomm but still itâ€™s good for daily basis. Gaming performance is nice, not so much overheating as I play apex legend, pubg and COD. Battery is superb. Iâ€™m not sure how u use it but I can say it last for 7.5 hours after mid-heavy use (I just turn off all the background refresh, deactivate significant location and etc that I assume causes battery drain)",4-May-22,May,2022,4,1,0
219,no_ID,"Zen, 23 Apr 2022Should i buy iphone 11 or iphone SE 2022 ?iphone 11 it's just like an iphone 13 for the normal user. SE 2022 it's for people who like the old design and fingerprint. 
camera it's 10 times better on the 11, the battery life to. 
the processor it's faster on SE but mostly you will never notice that.",1-May-22,May,2022,1,0,0
220,Mhiz kayji,"What can be said about the camera, isnâ€™t it too dim and dull,I donâ€™t like my pix at night",1-May-22,May,2022,1,0,0
221,iPhone11user,"Mr Toronto , 26 Apr 2022You should buy iphone 11, it's better in almost every way, but it's not as fast as t... moreIts a literal POS, slow wifi, slow data connection, lagging issues, heating problems, abysmal battery life. If you really have to buy the iPhone 11, please try to find one in good condition otherwise look somewhere else. S20 offers way better OS experience and battery life. This is coming from a lifelong iOS user",30-Apr-22,Apr,2022,30,0,1
222,Mr Toronto ,"Zen, 23 Apr 2022Should i buy iphone 11 or iphone SE 2022 ?You should buy iphone 11, it's better in almost every way, but it's not as fast as the SE 2022. Buy if you're an Android guy, you should buy a Xiaomi 11T, or the Galaxy A72, or Poco XR Pro, maybe a Mi10.",26-Apr-22,Apr,2022,26,0,0
223,no_ID,"gabriel, 24 Apr 2022iphone 11... se 2022 is too small... people will laugh at you with that small phone As someone who has the se noone cares",26-Apr-22,Apr,2022,26,0,0
224,gabriel,"Zen, 23 Apr 2022Should i buy iphone 11 or iphone SE 2022 ?iphone 11... se 2022 is too small... people will laugh at you with that small phone",24-Apr-22,Apr,2022,24,0,0
225,Zen,Should i buy iphone 11 or iphone SE 2022 ?,23-Apr-22,Apr,2022,23,0,0
226,Anonymous,"Iphone11user, 21 Apr 2022I got a crappy unit. Thinking about swtiching to an SE 2020 instead of fixing it.donâ€™t, at least switch to the 2022 one. the 2022 one is much better",22-Apr-22,Apr,2022,22,0,0
227,Iphone11user,I got a crappy unit. Thinking about swtiching to an SE 2020 instead of fixing it.,21-Apr-22,Apr,2022,21,0,0
228,no_ID,"Jammy, 19 Apr 2022Wow i have the same exact one iphone 11 128gb and its purple, an amazing phone indeed I bought my purple iPhone 11 in India in early Oct 2021.",20-Apr-22,Apr,2022,20,3,0
229,Jammy,"ddas, 07 Apr 2022I just love my iPhone 11 128GB (purple) in all respect whether itâ€™s display, fluidity, camera,... moreWow i have the same exact one iphone 11 128gb and its purple, an amazing phone indeed",19-Apr-22,Apr,2022,19,0,0
230,Stevo,"PG13, 11 Apr 2022If you're intending to swap from Android to iPhone, the search stops here You may need to... moreCan we swap the iPhone11 with my huawei nova 9?",12-Apr-22,Apr,2022,12,0,0
231,Mekawy,"PG13, 11 Apr 2022If you're intending to swap from Android to iPhone, the search stops here You may need to... moreNice opinion",12-Apr-22,Apr,2022,12,0,0
232,no_ID,"If you're intending to swap from Android to iPhone, the search stops here You may need to adjust during switching but worthwhile.Both have its flaws and the good side. But overall,iPhone stays top and value for your money in long run.I have my complaints too example, transfer files, what's app cannot link with Android transfer, no memory card, etc. But once you get the hang of it, it's hard to let go.I have my spare 6S Plus almost 7 year's. The phone still a monster even it's ageing no need  mention about iPhone 11. apple produce the best and can rely on it.",11-Apr-22,Apr,2022,11,0,0
233,PG,"doc, 23 Mar 2022Iphone xs mas or iphone 11?
11 all day without a doubt. Not only does it have amazing battery but will last significantly longer with software updates",11-Apr-22,Apr,2022,11,0,0
234,uno,"Latty, 08 Apr 2022Guys pls i'm thinking of getting this iPhone 11 tomorrow or the xs max 
Just want your h... morechoose iphone 11 bro cuz it uses a13 bionic chip which uses lower power from your battery, the xs max uses a12 which uses more battery consumption. choose wisely:))",9-Apr-22,Apr,2022,9,0,0
235,Latty,"Guys pls i'm thinking of getting this iPhone 11 tomorrow or the xs max  
Just want your help in recommending the one that will be more OK pls",8-Apr-22,Apr,2022,8,0,0
236,no_ID,"I just love my iPhone 11 128GB (purple) in all respect whether itâ€™s display, fluidity, camera, speed and designâ€¦I just love it since I bought this 6months ago.",7-Apr-22,Apr,2022,7,2,0
237,Anonymous,"iPhone11user, 23 Mar 2022Touch delay, significantly slower than a similar phone, heating issues, wifi hesitant to conne... moreyou have a defective iphone 11 get it repaired",26-Mar-22,Mar,2022,26,0,0
238,iphone11user,"Alvin, 09 Mar 2022I phone 11 still worth buying in 2022, because budget problem cannot upgrade to i phone 12Get the X , has a faster qualcomm modem and less heating issues",23-Mar-22,Mar,2022,23,0,0
239,iPhone11user,"Touch delay, significantly slower than a similar phone, heating issues, wifi hesitant to connect. Definitely not the best iPhone ever made.",23-Mar-22,Mar,2022,23,0,1
240,doc,Iphone xs mas or iphone 11?,23-Mar-22,Mar,2022,23,0,0
241,Arod,"Arod, 21 Mar 2022huh, no wonder that my wifi and service is slow as hell and dont have strong connection compar... morethats why in times i avoid intel 
AMD budget chips are far better than intel budget chips 
qualcomm modems are better than intels 
(i compared a galaxybook with a snapdragon chip and a modem to a HP laptop with intel)",21-Mar-22,Mar,2022,21,0,0
242,Arod,"Joe, 19 Mar 2022It's the Intel modem, Apple had a disagreement with Qualcomm and used Intel modem in this... morehuh, no wonder that my wifi and service is slow as hell and dont have strong connection compare to my old android",21-Mar-22,Mar,2022,21,0,0
243,Joe,"Toftab, 17 Mar 2022Yes Wifiis an hardwareIt's the Intel modem, Apple had a disagreement with Qualcomm and used Intel modem in this phone instead and it's not as good. Qualcomm modems are back in iPhone 12 and 13.",19-Mar-22,Mar,2022,19,0,0
244,Toftab,"Nikolasgunadi, 09 Mar 2022Hello i bought this phone used (green 256gb model) J/A , seller said she had it since new , ca... moreYes Wifiis an hardware",17-Mar-22,Mar,2022,17,0,0
245,no_ID,"Alvin, 09 Mar 2022I phone 11 still worth buying in 2022, because budget problem cannot upgrade to i phone 12Go 12. You arent gonna like lcd display. Its perfect everyday phone but 2.5years for me i got tired not having led display phone.   
And ye battery and performance is very good tho.",12-Mar-22,Mar,2022,12,4,0
246,Nikolas,wifi is weak on this deviceâ€¦,11-Mar-22,Mar,2022,11,0,0
247,Nikolasgunadi,"Hello i bought this phone used (green 256gb model) J/A , seller said she had it since new , camera lens no . 2 is cracked and wifi is a bit slower on this device compared to my Xiaomi Redmi Note 10. Does the wifi have anything to do with any hardware problems? I am hoping to use this phone without fixing it",9-Mar-22,Mar,2022,9,0,0
248,Alvin,"I phone 11 still worth buying in 2022, because budget problem cannot upgrade to i phone 12",9-Mar-22,Mar,2022,9,0,0
249,no_ID,"after 9 years with Android i decided to give iOS a try knowing that my needs have decreased over the past 9 years (there's spotify for music now and i don't need much apps like i used to) nothing to say about the performance as it's typical Apple. I always loved iPhones but the battery on pre X generations was a letdown for me so seeing how my aunt uses her 11 and the fact that she rarely charged it(like once a day) made me want to try one myself, although i had the 64gb, but due to the fact that i take vids and pics more than downloading actual apps and the fact that they go on iCloud didn't make me feel that it was a small storage",8-Mar-22,Mar,2022,8,0,0
250,Anonymous,"proUser, 06 Mar 2022This is still popular special for videography.
I agreed LCD display 720p is of year 1995.

... moreWTF LCD display in 1995 with 720p lol ðŸ˜‚.... Atleast they are using High Quality Retina LCD Displays which are crystal clear... You have to say atleast they have to use OLED lol",7-Mar-22,Mar,2022,7,0,0
251,no_ID,"This is still popular special for videography. 
I agreed LCD display 720p is of year 1995.
 
But yes it still beats video result of S21 series. Yes but they should give this at 25k-30k Range not 50k range in year 2022.",6-Mar-22,Mar,2022,6,0,0
252,tech deep,"santanum58, 16 Feb 2022You need not to think about the phones, just think about you eyes and find a good doctor.. 
LOL ðŸ˜‚",6-Mar-22,Mar,2022,6,0,0
