,ID,title,verified,stars,body,date,Month,Year,Mentioned purchase time?,Mentioned battery and reliability info?,Review was updated?,"In box problem, no problem, out of box problem? (-1, 0, 1)",Problem with equipment/accesories?,Problem with customer service?,Comments,"How many months between purchase time and the review submission date? (1-less than 1 month, 2- 1 to 6 month, 3- 6 to 12 months, 4- more than 12 months)",Battery failure? 0 or 1
88,Tim Ward,flashlight randomly turns on,Verified Purchase,5.0 out of 5 stars,amazing phone came in perfect condition of course there was some scratches on the end and what do you expect it is a used phone but the case i bought covers it so that matter.,31-Aug-22,August,2022,0,0,0,0,0,0,,0,0
89,Giselle,Excelente,Verified Purchase,5.0 out of 5 stars,Recibí el teléfono en perfectas condiciones,22-Sep-22,September,2022,,,,,,,,,0
90,brian bolt,The phone itself,Verified Purchase,4.0 out of 5 stars,I like the phone it's great,31-Aug-22,August,2022,0,0,0,0,0,0,,0,0
91,Sumedh Pendurkar,Battery life was just 86% :(,Verified Purchase,4.0 out of 5 stars,Battery life was just 86% :(,4-Sep-22,September,2022,0,1,0,0,0,0,,0,0
92,Sean H.,Speakers are muffled,Verified Purchase,4.0 out of 5 stars,"Overall the phone is in good condition, came with 86% battery healthThe only problem I seem to have is with the speakers that are muffled",12-Aug-22,August,2022,0,1,0,-1,0,0,,0,0
93,robert hughes,Good deal,Verified Purchase,5.0 out of 5 stars,Works,28-Sep-22,September,2022,0,0,0,0,0,0,,0,0
94,Vincent,Good phone,Verified Purchase,5.0 out of 5 stars,The phone is very good! I had an issue with my charger but it was solved professionally. Will buy from them again,9-Sep-22,September,2022,0,0,0,0,1,0,,0,0
95,Salomão Kaxita,"Nice product, I do recommend the seller",Verified Purchase,5.0 out of 5 stars,"Nice product, well renewed… recommend the seller",19-Sep-22,September,2022,0,0,0,0,0,0,,0,0
96,connie stewart,Just what I ordered,Verified Purchase,5.0 out of 5 stars,Just what I ordered A+,22-Sep-22,September,2022,0,0,0,0,0,0,,0,0
97,KMA,Fantastic product,Verified Purchase,5.0 out of 5 stars,"The phone came with a screen protector on it, 75% battery, and ready to be set up! It was a very good buy!",8-Sep-22,September,2022,0,1,0,0,0,0,,0,1
98,James Tratz,good phone,Verified Purchase,4.0 out of 5 stars,i like this phone it’s basically as good as new there was a few nicks and scratches on the phone and air bubbles on the screen but it doesn’t really brother me to be honest everything else about the phone is good.,3-Aug-22,August,2022,0,0,0,0,0,0,,0,0
99,Zac,"Phone is amazing for the price, and came with a screen protector",Verified Purchase,4.0 out of 5 stars,"The phone shipped very fast and came in good packaging. The phone is in good condition, no visible scratches or cracks. The battery is at maximum capacity 90%, still lasts awhile. I would say it’s well worth it.",10-Aug-22,August,2022,0,1,0,0,0,0,,0,0
100,Trish F.,Why buy new when you can get used in excellent condition.,Verified Purchase,5.0 out of 5 stars,I liked the size and price.,20-Sep-22,September,2022,0,0,0,0,0,0,,0,0
101,Alli,Good condition,Verified Purchase,5.0 out of 5 stars,My phone was unlocked and in good condition plus it came with a screen protector on it I’m satisfied with it,8-Sep-22,September,2022,0,0,0,0,0,0,,0,0
102,Victor V.,Good product,Verified Purchase,4.0 out of 5 stars,Good as expected. Battery came with 85% of life condition. Very minimum scratches,21-Aug-22,August,2022,0,1,0,0,0,0,,0,0
103,Ally,Battery,Verified Purchase,3.0 out of 5 stars,"I bought this product about 3 weeks ago. I have loved it and I thought it was the best purchase. However, yesterday my phone randomly crashed and it was at 50%. I turned it on and it was completely dead, but it was on. It said 0% remaining when I plugged it in and it was not seeming to charge. I went on settings and it told me that the battery in the phone is likely not compatible with this phone or it is not an actual apple battery. Now it can't go 2 minutes without crashing. I cannot even write this review on my phone because it will crash so I am using a computer. I would return the phone, but I cannot keep it on long enough to transfer my information to a new phone or to reset it. I am very disappointed and I do not know what to do. I would recommend buying straight from apple to ensure the phones reliability. Edit: I took it into best buy and I was told that the battery is not the issue, it failed all the tests and they did not replace it. I am not sure what the problem is. Maybe I just got a defective phone with my luck. I'm sure the other phones from this seller are reliable, I just had a bad experience. The customer service was great and they seemed very willing to help me out and assist in returns.",3-Aug-22,August,2022,1,0,1,1,0,0,,1,0
104,Jose,buen dispositivo,Verified Purchase,4.0 out of 5 stars,"el disposito funciona bien en panama completamente desbloqueado, 87% de vida util de la bateria. excelente.",19-Aug-22,August,2022,,,,,,,,,0
105,Amazon Customer,Bought refurbished,Verified Purchase,4.0 out of 5 stars,I bought this refurbished at an excellent price. It looks brand new. The only problem is that the speaker for your ear was hard to hear. Now it doesn't work at all. I use earbuds most of the time so it isn't a problem. Beautiful color too 😍,2-Aug-22,August,2022,0,0,0,-1,0,0,,0,0
106,Jay,This phone all around it pretty good!,Verified Purchase,5.0 out of 5 stars,"I’m other comments I seen people’s phone arrived broken or damaged but mine was perfectly fine! Nothings wrong with the phone, granted it does die a bit fast but the charger provided, fixes that right up. the only complaint I’d have is on the phone, near the bottom, for me at least, there was little text saying” product red”. yes I did get the red iPhone 11 but was not aware it came with that on the back. It’s not a really big deal for me, but it’s just a heads up! it’s nothing a phone case can’t cover lol, other then that the phone is perfect!",4-Aug-22,August,2022,0,0,0,0,0,0,,0,0
107,Lo,iPhone 11,Verified Purchase,4.0 out of 5 stars,"Minor Scratches ,I paid for “excellent condition “ but it’s fine I’m really I love with the phone major upgrade from iphone8. Happy with my purchase !!",9-Aug-22,August,2022,0,0,0,0,0,0,,0,0
108,Yulmir Rivas,como nuevo,Verified Purchase,5.0 out of 5 stars,excelente equipo con una camara y funciones espectaculares,17-Sep-22,September,2022,,,,,,,,,0
109,KRIS Z,It had a scratch on the side of the front face camera other than that it was good,Verified Purchase,4.0 out of 5 stars,It had a scratch on the side of the front face camera other than that it was good,15-Aug-22,August,2022,0,0,0,-1,0,0,,0,0
110,Ruth Moro,"Not satisfied, red line across the screen",Verified Purchase,4.0 out of 5 stars,"The phone came veey fast, which i liked. Battery goes down very quick.",24-Aug-22,August,2022,0,1,0,0,0,0,,0,1
111,Miss Lawwills,So happy with this purchase everything works beautifully 😍,Verified Purchase,4.0 out of 5 stars,I was super skeptical because it is renewed but you would never know works just like a brand new phone I love it,10-Aug-22,August,2022,0,0,0,0,0,0,,0,0
112,Sav Mae,So glad I got it!,Verified Purchase,5.0 out of 5 stars,100% battery :D also is in very good and clean condition! Amazing!,14-Sep-22,September,2022,0,1,0,0,0,0,,0,0
113,DEee,Not bad,Verified Purchase,4.0 out of 5 stars,Little scratch at the bottom. Battery life not bad. Slow internet sometimes. It worth the price though.,15-Aug-22,August,2022,0,1,0,0,0,0,,0,0
114,Mike,I was glad made it fast,Verified Purchase,5.0 out of 5 stars,I like it a lot i bought it for my wife she is soo happy thanks for sending it fast right on time,6-Sep-22,September,2022,0,0,0,0,0,0,,0,0
115,Jose david,Great device it comes as it says on the advertisement,Verified Purchase,4.0 out of 5 stars,"The media could not be loaded.
 It comes as it says it’s almost new, my phone had a few little scratches on the screen but besides than that all good, battery life on 83% I don’t know if that’s good or not. First time using an apple device so if you have any suggestions/advices let me know :)",30-Aug-22,August,2022,0,1,0,-1,0,0,,0,0
116,Flores,Buenísimo me encanto tal cual decia en las descripciones,Verified Purchase,4.0 out of 5 stars,Super bien no ha dado problemas,24-Aug-22,August,2022,,,,,,,,,0
117,Juliette Fossung Emambu,Battery health is only 78%,Verified Purchase,4.0 out of 5 stars,The phone came with no scratches but the battery health is only 78%. I wanted at least an 85% battery health,16-Aug-22,August,2022,0,1,0,0,0,0,,0,1
118,Cliente de Amazon,Overall amazing,Verified Purchase,4.0 out of 5 stars,"Lo que más me gustó es el excelente estado en el que vino, sin daños. El único aspecto es que la batería arribó en 84% lo cual se dice que está en los parámetros normales para cuando lo recibí y que la pantalla no puede verificarse.",1-Aug-22,August,2022,,,,,,,,,0
119,Dimario Walker-patterson,Battery health at 77 . Phone looks new,Verified Purchase,4.0 out of 5 stars,Battery health at 77 . Phone looks new,21-Aug-22,August,2022,0,1,0,0,0,0,,0,1
120,Your Favorite BBW,I recommend buying this!!,Verified Purchase,5.0 out of 5 stars,"I’ve had this phone now for almost 2 years, It works amazing still and I got the 256gb because I’m someone who likes to take a lot of pictures so I need plenty of space on my phone for all my editing apps for my daily constant grading and honestly I have yet to use up all the space in my phone and it still runs perfectly smoothly. It had no damages it came in beautifully with official Apple charger",13-Aug-22,August,2022,1,0,1,0,0,0,,4,0
121,Uriel González,Excelente,Verified Purchase,5.0 out of 5 stars,Excelente,22-Sep-22,September,2022,,,,,,,,,0
122,Jessiah Ijames,Phone operates perfectly no issues with the phone just the battery life is very low,Verified Purchase,4.0 out of 5 stars,Phone seems brand new the only problem I have with it is that it didn’t come with the color I ordered also the phone isn’t up to date when received and the battery life is very low,31-Jul-22,July,2022,0,1,0,0,0,0,,0,1
123,Aaliyah Paytee,Everything works like it’s suppose to!! Recommend buying this iPhone,Verified Purchase,5.0 out of 5 stars,EVERYTHING works??,20-Sep-22,September,2022,0,0,0,0,0,0,,0,0
124,No one :),Great value,Verified Purchase,5.0 out of 5 stars,Good value for the money. Clean and in nearly perfect condition.,12-Sep-22,September,2022,0,0,0,0,0,0,,0,0
125,Kimberly W.,Great buy!,Verified Purchase,5.0 out of 5 stars,"This phone is perfect! It was truly in excellent condition. It was as if we bought it directly from the Apple Store. I'm so impressed! And to make it even better, the delivery came 4 days sooner than expected! Very happy with this purchase!",21-Aug-22,August,2022,0,0,0,0,0,0,,0,0
126,Maria del Carmen Mejia,It was a great buy,Verified Purchase,5.0 out of 5 stars,"It's like new, economic and it came with a charger too! It was a perfect b-day present 🎁 👌",6-Sep-22,September,2022,0,0,0,0,0,0,,0,0
127,Mari Schmucker,The best phone I’ve owned!,Verified Purchase,5.0 out of 5 stars,"I had no problems with this phone it had tiny scratches on the screen that you had to look for, to notice. I would buy one again in a heartbeat. Buy this if you want a good phone for a good price.",18-Aug-22,August,2022,0,0,0,-1,0,0,,0,0
128,mw,As advertised,Verified Purchase,5.0 out of 5 stars,Everything worked out great. Received item as advertised and in good working condition. Very happy with this purchase,7-Sep-22,September,2022,0,0,0,0,0,0,,0,0
