,body,target,polarity,subjectivity,camera,charger,price,quality,brand,update,speaker,battery health,screen/ display,shell condition,camera_ CA score ,charger_ CA score ,price_ CA score ,quality_ CA score ,brand_ CA score ,update_ CA score ,speaker_ CA score ,battery health_ CA score ,screen/ display_ CA score ,shell condition_ CA score 
103,"I bought this product about 3 weeks ago. I have loved it and I thought it was the best purchase. However, yesterday my phone randomly crashed and it was at 50%. I turned it on and it was completely dead, but it was on. It said 0% remaining when I plugged it in and it was not seeming to charge. I went on settings and it told me that the battery in the phone is likely not compatible with this phone or it is not an actual apple battery. Now it can't go 2 minutes without crashing. I cannot even write this review on my phone because it will crash so I am using a computer. I would return the phone, but I cannot keep it on long enough to transfer my information to a new phone or to reset it. I am very disappointed and I do not know what to do. I would recommend buying straight from apple to ensure the phones reliability. Edit: I took it into best buy and I was told that the battery is not the issue, it failed all the tests and they did not replace it. I am not sure what the problem is. Maybe I just got a defective phone with my luck. I'm sure the other phones from this seller are reliable, I just had a bad experience. The customer service was great and they seemed very willing to help me out and assist in returns.",1,0.2708333333333333,0.4856481481481481,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0
104,"el disposito funciona bien en panama completamente desbloqueado, 87% de vida util de la bateria. excelente.",1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,I bought this refurbished at an excellent price. It looks brand new. The only problem is that the speaker for your ear was hard to hear. Now it doesn't work at all. I use earbuds most of the time so it isn't a problem. Beautiful color too 😍,1,-0.2916666666666667,0.5416666666666666,0,0,1,0,1,0,1,0,0,0,0,0,2,0,2,0,2,0,0,0
106,"I’m other comments I seen people’s phone arrived broken or damaged but mine was perfectly fine! Nothings wrong with the phone, granted it does die a bit fast but the charger provided, fixes that right up. the only complaint I’d have is on the phone, near the bottom, for me at least, there was little text saying” product red”. yes I did get the red iPhone 11 but was not aware it came with that on the back. It’s not a really big deal for me, but it’s just a heads up! it’s nothing a phone case can’t cover lol, other then that the phone is perfect!",1,0.27529761904761907,0.6419642857142858,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
107,"Minor Scratches ,I paid for “excellent condition “ but it’s fine I’m really I love with the phone major upgrade from iphone8. Happy with my purchase !!",1,0.23229166666666667,0.44999999999999996,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
108,excelente equipo con una camara y funciones espectaculares,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,It had a scratch on the side of the front face camera other than that it was good,1,0.7,0.6000000000000001,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,4
110,"The phone came veey fast, which i liked. Battery goes down very quick.",1,0.26666666666666666,0.55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
111,I was super skeptical because it is renewed but you would never know works just like a brand new phone I love it,1,0.41666666666666663,0.6333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
112,100% battery :D also is in very good and clean condition! Amazing!,1,0.5333333333333333,0.6500000000000001,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,3
113,Little scratch at the bottom. Battery life not bad. Slow internet sometimes. It worth the price though.,1,-2.7755575615628914e-17,0.25,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1
114,I like it a lot i bought it for my wife she is soo happy thanks for sending it fast right on time,1,0.24285714285714285,0.5678571428571428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,"The media could not be loaded.
 It comes as it says it’s almost new, my phone had a few little scratches on the screen but besides than that all good, battery life on 83% I don’t know if that’s good or not. First time using an apple device so if you have any suggestions/advices let me know :)",1,0.7,0.6000000000000001,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,4,0
116,Super bien no ha dado problemas,1,0.3333333333333333,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,The phone came with no scratches but the battery health is only 78%. I wanted at least an 85% battery health,1,0.0,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
118,"Lo que más me gustó es el excelente estado en el que vino, sin daños. El único aspecto es que la batería arribó en 84% lo cual se dice que está en los parámetros normales para cuando lo recibí y que la pantalla no puede verificarse.",1,0.15,0.6499999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,Battery health at 77 . Phone looks new,1,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
120,"I’ve had this phone now for almost 2 years, It works amazing still and I got the 256gb because I’m someone who likes to take a lot of pictures so I need plenty of space on my phone for all my editing apps for my daily constant grading and honestly I have yet to use up all the space in my phone and it still runs perfectly smoothly. It had no damages it came in beautifully with official Apple charger",1,0.5,0.6833333333333333,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
121,Excelente,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,Phone seems brand new the only problem I have with it is that it didn’t come with the color I ordered also the phone isn’t up to date when received and the battery life is very low,1,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
123,EVERYTHING works??,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,Good value for the money. Clean and in nearly perfect condition.,1,0.5416666666666667,0.675,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
125,"This phone is perfect! It was truly in excellent condition. It was as if we bought it directly from the Apple Store. I'm so impressed! And to make it even better, the delivery came 4 days sooner than expected! Very happy with this purchase!",1,0.5333333333333333,0.6333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
126,"It's like new, economic and it came with a charger too! It was a perfect b-day present 🎁 👌",1,0.5,0.5,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
127,"I had no problems with this phone it had tiny scratches on the screen that you had to look for, to notice. I would buy one again in a heartbeat. Buy this if you want a good phone for a good price.",1,0.7,0.6000000000000001,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,4,0
128,Everything worked out great. Received item as advertised and in good working condition. Very happy with this purchase,1,0.75,0.675,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
129,"good quality, works perfectly",1,0.85,0.8,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
130,"My iPhone 8 developed a problem that was not going to get better so I made a decision to get a newer phone. The 90 day warranty through Amazon is what brought me back to their site to purchase another phone. The iPhone 11 I got is amazing. There was not a mark or scratch anywhere on it. The battery is in excellent shape. I can go up to 2 days without even charging it if I wanted to. From time of order to receiving phone was very good considering there was a 4th of July weekend holiday involved. Only difference is like many I miss the home button, but I’ll soldier on!",1,0.6,0.55,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,3
131,Todo bien,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,"good apple product, it's amazing",1,0.7,0.6000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,"I am extraordinarily impressed by the quality of this iPhone. There is one barely visible mark on the cusp of the glass back panel, but otherwise it is in perfect condition. The battery capacity is at 98% and it was mostly charged when it arrived to me. The screen protector arrived already installed on the screen, and came with a two-port charging block and lightening charger. It did not arrive in the original Apple box, but in an Amazon-brand box that was undamaged when it arrived. Highly recommend if you're looking to buy a new-ish iPhone for less than half market price.",1,0.2608333333333333,0.4516666666666667,0,1,1,1,1,0,0,1,2,1,0,2,2,2,2,0,0,2,2,2
134,"The product was in amazing cosmetic condition, little to no visible scratches on the body. It looks and works like new. I would’ve given it five stars except it came carrier locked and I had to go about unlocking it myself. The seller was quite helpful and offered to replace the device. Overall it was a worthwhile purchase.",1,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
135,Love it. Great item works great,1,0.7000000000000001,0.7000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Fast service! Product exactly as described,1,0.225,0.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,"Came in good condition no scratches and came unlocked, I have cricket and it was compatible with it as soon as I put the sim in which was one of my biggest scares because of all the reviews on it being unlocked and not unlocked for some. The only issue I do have is that the battery life was at 84% which isn’t bad but I expected more but I can always replace my battery other than that I do recommend 😁",1,0.7,0.6000000000000001,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,4,0,4
138,"Bought the I phone 11 black, came in looking brand new! The battery capacity is 84% which is not bad for the price. Upgraded from an i phone 7 and happy with my purchase!Update: It has been 2 months and the phone is still running great. The only problem I found was that the black paint by the charger port started chipping, I could easily take the paint off with my nail. I suggest getting a case right when you get it. But other than that its still great and has a great camera!",1,0.39206349206349217,0.6087301587301587,1,1,1,0,1,1,0,1,0,0,2,2,2,0,2,2,0,2,0,0
139,This phone came in perfect condition no scratches or cracks. Although coming without a SIM card was kind of complicated to set up. But everything else worked perfectly.,1,0.8666666666666667,0.9666666666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
140,Very good,1,0.7,0.6000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,"The phone works greats. The physical blemishes are barely noticeable. I am debating whether or not to send it back because the listening speaker at the top of the phone is defective. The volume is super low and I can barely hear who is talking to me even when I have the volume at the max. I barely use this speaker when I make calls, I mostly put people on speaker phone or use headphones. So I’m deciding if I want the minor inconvenience of ordering a new one. Other than that, I am very pleased with the purchase.",1,0.20555555555555557,0.3194444444444445,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0
142,Happy with purchase,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,The iphone is amazing battery 100% and fully unblocked works good in latin america.,1,0.7,0.6000000000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0
144,It’s nice until it isn’t. Honestly in great condition but apple has me on edge.,1,0.6666666666666666,0.8833333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
145,Buying renewed phones can be scary I was hesitant to buy but so far it’s working great and the seller went ahead and also put a screen protector on whic is perfectly installed no cracks or dents in phone the only thing I’m kinda unhappy with is that the battery health is at 85% would like to see it at 90 but hey…,1,0.9,0.875,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,5,0
146,Mine just saying updating it won’t change? I need help,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,It was a gift for my brother-in-law in Argentina and it works perfectly so far.,1,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,"UPDATE: vendor BHHT adjusted price/refund on scratched unit to allow for “acceptable” condition, not “good”, & is sending missing pwr adapters, so i can def rec this vendor. ORIGINAL: Bought 2 of these (“good” category) from vendor BHHT. The downside was that neither of the power adapters were included, as advertised, and one of them fits the “acceptable“ category description, much more so than the “good“ category description (re: scratched screen). The batteries came in at 84% and 85%, just above the minimum 80% described. Otherwise, the iPhone 11 is a great phone, and very similar to the current generation models. Will edit review if vendor responds positively to the missing adapters.",1,0.4714285714285714,0.5357142857142857,0,0,1,0,0,1,0,0,1,1,0,0,3,0,0,3,0,0,3,3
149,"Para ser un producto reacondicionado, es sorprendente el buen estado en el que se encuentra",1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,"It looks good, but I am less lucky the battery is 83% only",1,0.7,0.6000000000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0
151,"I got this phone earlier than the estimated time which was nice cause I really needed a new phone. Everything works fine, was refurbished gr8tly. However, the whole purpose of looking for a phone was to make sure it was unlocked through any carrier. I go through boost and it’s hard to get phones under boost so I normally look for unlocked phones. It says it’s unlocked in packaging and on here… I began the activation process … and it wouldn’t not let me I looked further and went to setting and under SIM card it said it was locked!!!! It’s disappointing because I have to go through so much to get it unlocked and now I can’t even use the phone until then !!! The product was promoted as unlocked as well as the paper work that came with the phone! It’s just frustrating because I rely on my phone a lot. And to not have one is such an inconvenience especially after I paid for it to be unlocked which might not only cost me out of pocket but my time. I might as well have bought a phone from my carrier. But I love getting them from Amazon I got my last phone from here and had no issues but now it’s like I don’t want to even purchase phones from here anymore ! I’m really disappointed 🥺.",1,0.26785714285714285,0.6686507936507936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
